Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6287.69867188541,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3904.16324878385,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Saudi Arabia,SAU,40741.5432103566,38447.6921441613,41423.5774512664,43532.227384322,44734.8383466035,44807.1270996665,44629.0806484295,46324.4330569802,44059.1675875814,44723.3010752363,47851.8592212735,48932.1814126757,48893.8008111084,49391.7154993042,50125.4949835711,49683.076804819,48044.1204805361,48093.925148846,47495.4269689778,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Senegal,SEN,2412.87718148587,2363.58068518102,2470.2697131738,2555.80874598608,2633.23084056503,2635.95556905281,2694.31235359235,2735.91791309566,2697.67218940807,2721.30790766766,2668.96093683728,2726.28474753853,2724.1533311167,2816.84493269458,2903.30076478242,2987.64862671122,3114.29864739264,3230.31265371089,3309.38573356658,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Serbia,SRB,9502.08902560212,10072.2382933078,10514.9448561524,11465.4474922778,12100.3447213096,12749.5102143815,13530.0966826484,14252.5079131495,14071.7901072374,14154.7192819396,14554.7162351483,14369.6409809304,14751.4049685819,14593.5243991678,14797.7461191214,15230.9840136002,15449.8862680678,16471.9415880853,17191.6687286766,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Seychelles,SYC,18242.684480259,16550.6446384053,16347.3678026039,..,..,20054.7548763231,..,..,..,..,..,22278.3051580846,23187.3553897062,23470.8849381254,24103.3986652867,24532.7621705542,25224.4707472977,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sierra Leone,SLE,937.940583554015,1137.03791291034,1192.01307228948,1212.65999515089,1218.58451556046,1234.00542900999,1387.69038219788,1466.67292042326,1494.57642719526,1432.13334201031,1450.82526024621,1712.08768819054,1946.3494419445,1960.68857675071,1533.78001412013,1438.68079053633,1594.30803794051,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Singapore,SGP,53712.2814253353,54530.9926224572,57451.2555165342,59977.2174921811,63139.3346445481,68950.0680427013,72158.1383382682,69060.8911674677,66008.5321220956,77504.9169349341,78783.0439955891,79513.2000156543,81298.1789739627,85083.2360792977,83498.9637270461,85472.5885239849,87735.7562944825,88099.1526307759,88155.2143118148,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,39103.4065047684,38468.6109386411,37249.3961867672,36034.5680795801,34837.601875322,34473.0941635756,31339.6753996454,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Slovak Republic,SVK,16670.1588255718,17348.8338284459,17403.1594376114,18536.2879850953,20048.7509072327,21700.3465942618,24054.4376184091,25672.3050682204,24544.2806442206,25508.9429491487,25839.463646308,26774.9775405151,27194.2196236063,27815.5159299406,28732.9324093569,29476.794377239,30266.9761188856,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Slovenia,SVN,..,..,..,29745.5261683408,30971.7284504661,32544.0124928909,34248.5881796945,35285.5192923425,32637.5499491093,33057.6049786468,33266.2310371014,32259.1777613473,31951.6831090087,32939.2964204535,32903.7727454661,34092.9096787952,35987.7090458341,37423.2997620672,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2225.01883565728,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,South Africa,ZAF,9941.19028586167,10238.5342170215,10388.1851629488,10807.1666168082,11233.3444730944,11711.3534875491,12010.2896902917,12251.7332080743,11999.9649737583,12195.4194449397,12346.4532567427,12403.7973926349,12523.410221097,12549.4804524361,12528.093889719,12356.6027273454,12322.436997,12231.8403343225,12129.2300594444,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Spain,ESP,35456.5169031298,36000.307200007,36522.1228369062,36976.9356693901,37514.5519369783,38216.929652281,38626.5091809439,38229.0131827235,36776.0354523778,36843.8253227784,36305.4485718625,35554.1493286257,35204.5598874204,35907.7563750272,37442.4936043438,38648.9145926668,39566.3725523066,40418.8999723115,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sri Lanka,LKA,5723.1053643535,5918.85214462229,6253.37691986862,6534.76414138213,6872.35686928954,7332.78761939839,7795.92224142036,8104.5794284827,8424.43825096929,9041.18275864567,9746.30257036718,10541.4732122503,10748.5528630384,11181.4639140741,11600.2933321292,11961.2475686223,12250.9454769153,12515.7294667537,12707.366242819,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24086.5713813143,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14139.6657012784,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12158.0062404744,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sudan,SDN,2248.68458052857,2332.94290289982,2428.14987613287,2433.32520164014,2550.50903283026,2546.74922885445,2892.302518215,2935.49677399534,3041.68840732432,2984.71986377957,3417.84778439939,3851.17176224005,3885.79242913169,4020.20931704806,4115.80747474503,4205.62723403885,4203.8277379556,3876.49052076286,3828.66021863712,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14335.5736602169,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sweden,SWE,41728.3413574954,42596.2193975989,44027.3086756105,45247.8794099633,46719.4580266199,49214.3730594908,50735.6435414962,50334.6957742359,47236.1453589164,49800.4445360616,50666.2945922356,50115.5813829297,50260.7074862956,51019.897577811,52074.6836336277,52374.3173711829,53591.2792959862,54019.5952968666,54507.8050447004,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67888.1314507739,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3614.10331423744,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Tanzania,TZA,1423.04023746664,1508.0339071579,1555.38652905967,1624.16540648274,1687.23838493992,1779.56648775343,1825.82457189716,1879.38330463576,1924.12837230858,1971.98008820165,2060.73682224246,2099.08425026503,2172.76710592432,2248.11564488996,2310.04310605034,2387.02076588639,2472.82478711515,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Thailand,THA,9790.01217569035,10226.8976059376,10815.5283504066,11385.6345566268,11771.3056123865,12378.8441220836,13020.6874103038,13149.5726394825,13007.0377492764,13816.6214328623,14127.1546356865,14752.9924659258,14798.366800641,15079.240025353,15468.7624552597,16017.4754279213,16640.0636339357,17202.1736106978,17781.1909324596,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Timor-Leste,TLS,3395.70923747208,3704.67534642292,3042.58902836536,3296.45030141338,3903.26124823615,5421.15476471304,7202.14097802154,10465.3836565094,8148.19871563966,9697.37718395988,11612.5361923327,10209.3034105124,8862.71815183487,7134.10757073718,5752.70376151834,4528.73678912063,4488.95381774164,4379.01478210749,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Togo,TGO,1228.99303831235,1252.63747788425,1305.34302542419,1254.57236572835,1166.60446170021,1166.30491564382,1127.10490245448,1149.47949473013,1179.29081255102,1216.42506260681,1344.54628367662,1318.38337028577,1368.67387345781,1418.42311229119,1497.43439827629,1504.64369164981,1518.09744303069,1558.49118383365,1602.34934023553,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6421.16177160336,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26502.9255489279,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10268.5140250377,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Turkey,TUR,13968.6068670829,14738.2574804167,15361.2918702103,16677.3293509779,17998.5484014488,19039.1384426277,19789.3507224811,19708.3016297884,18506.111123142,19867.2127079804,21738.1666941835,22436.1237809101,23895.1370701109,24712.7809240724,25718.7563542056,26121.8542796119,27570.7839660301,27864.1299613196,27700.8948087171,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13615.4910306535,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25041.5615460552,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5583.16206077445,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Uganda,UGA,1238.56533458948,1317.76516213643,1360.45435569812,1398.70319195673,1437.60627174421,1550.07037585711,1637.1367888113,1726.57129075145,1796.33320471435,1836.97177248554,1949.25149637835,1949.23254064628,1952.39595474443,1982.21791193829,2021.69950209309,2036.51574536826,2026.03838944589,2061.75731663557,2123.26934996455,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Ukraine,UKR,7842.02911570981,8355.94079035591,9247.91369728834,10460.2143404207,10840.0355346642,11673.8512363697,12761.6881721447,13073.6824066928,11077.5406595548,11607.5168247744,12179.5482561036,12309.8082407988,12335.7695954857,12255.9897834152,11272.8564823237,11706.9440620521,12144.0137046524,12657.2883818262,13215.935703041,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,United Arab Emirates,ARE,103519.147712704,96736.7030984689,97761.5109830955,98236.2466120715,92443.4959486741,88502.4788592818,79459.3660847138,69814.6215200589,59017.2312457133,54911.2866214816,56152.9747378721,57447.3509046824,60007.280901947,62499.7978401959,65528.5625787455,66881.30334239,67667.5298560295,67195.1440715737,67462.0953049371,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,United Kingdom,GBR,39390.5119374671,40361.7064499253,41489.8992523671,42137.9568080895,43311.2005446289,43652.0225546964,44116.396241292,43454.2079471039,41366.7694869335,42182.8297420619,42635.2687218013,42361.9111321269,42547.3325216325,43329.5509761774,43885.1697913845,44334.7320560826,45426.7390143376,45686.3880766263,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,United States,USA,50725.3226929125,51108.7495665625,52170.2130861281,53721.9970469334,55075.0137462945,55975.0785611136,56702.2239236644,56249.9349663734,54314.6485857695,55421.1972615739,55991.6885609781,56789.6616778467,57408.9489435567,58392.7614842441,59559.4492670022,60023.9431992405,61018.9519848146,62512.6945540014,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Uruguay,URY,12760.7540492547,11880.7734904569,11417.5218318898,11966.6727737115,13064.9880743204,13678.3002352135,14545.6547194588,15422.7619835963,15977.1113786007,17079.0160241873,17969.0840132341,17772.519556787,18924.3323890782,19261.8784804833,19679.2199379004,19844.0060574848,20055.8016155109,20091.3460153413,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6652.23101932006,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3082.56382893108,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Vietnam,VNM,3308.66080720762,3483.44210650391,3679.91504410374,3941.428113225,3884.62586255217,4103.88655921675,4328.31879195199,4520.04747313421,4274.03342004681,4920.9075671443,5146.76768568673,5369.67359508332,5586.58088247335,5828.38154418067,6130.12376739834,6504.33990475898,6616.5120891103,7050.80736599844,7432.70680554976,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,West Bank and Gaza,PSE,4361.72207806487,3664.14670678538,4071.62558623374,4336.38109959892,4767.54251934271,4521.48389910715,4745.74030972368,4911.08836932335,5068.15727430496,5309.94402307269,5847.99895249447,6101.87135294185,6169.00735339835,6140.37683343944,6320.95063807167,6506.90005385744,6545.43076006773,6581.9375600259,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3330.78465613912,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,1670.36427163642,2016.3478038322,2221.66995153954,2576.40398773826,2673.65127411035,2697.39892546993,2657.71360992728,2681.44555170847,2758.77808357273,2942.02953115501,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Arab World,ARB,11119.1173046436,10903.073371243,11400.6108014893,11932.9268625375,12250.6452857385,12686.3538615333,13121.9956276711,13541.7862416685,13302.7583887488,13520.445350114,14018.9152851854,14277.5932787895,14437.6353612213,14619.3097892885,14952.6906107251,15115.5400034184,14975.6215074801,14990.3649909387,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Central Europe and the Baltics,CEB,16576.2966176487,17299.8200088047,17823.8496306552,18783.4870639661,19923.7462709878,21166.335957103,22406.1237478507,23641.5875083989,22993.524765285,23272.0781958916,24026.105911163,24397.4831752497,24884.976982434,25662.826789924,26610.2993260905,27474.7407659215,28900.6753642133,30303.6433597819,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Early-demographic dividend,EAR,5399.87872281723,5423.20872894322,5647.38237710326,5894.37030567619,6143.59541391822,6457.03888624636,6744.99480052279,6862.25908937003,6845.51903631599,7173.18124345855,7469.07865904028,7648.13594480677,7893.266237249,8164.30261764188,8472.81583321244,8777.07070363309,9099.75000706846,9370.40273644061,9548.05243219134,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,East Asia & Pacific,EAS,7422.46164555958,7728.7679914229,8106.99140647756,8574.57886543024,9023.05816241217,9642.85361675497,10396.2491658375,10832.7793893015,11042.2192481983,11870.6731447148,12460.7087683697,13095.5173273035,13692.3172974403,14366.1279662476,14941.379733331,15561.5463924076,16309.0705264102,16984.6351739699,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,East Asia & Pacific (excluding high income),EAP,3970.50882027736,4266.37342852315,4626.788969438,5026.54712100237,5450.3413112645,6037.90013109469,6766.46340405514,7304.42602852144,7747.60983733687,8458.5238143122,9059.91071987242,9693.60729298345,10252.3030389898,10935.1650116834,11522.4561957455,12173.3969960503,12896.6266219274,13601.5713221222,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,4013.79371862185,4312.88953352503,4677.25290932031,5081.36974167754,5509.73176918958,6103.55495645448,6839.85895154854,7383.41087307122,7831.12492966056,8549.44453852022,9157.04938531531,9797.27078814503,10361.6526657461,11051.4882599507,11644.7149987666,12302.1805797052,13032.6349541839,13744.6972245972,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Euro area,EMU,40301.8938301801,40380.3462616524,40500.7326760604,41409.2696688669,41900.0209784304,43206.6570147275,44150.2297810617,43937.9098625244,42080.0272178982,42877.2045433123,43720.2402739584,43280.1096492192,43034.8531871399,43422.6774559755,44054.2675736457,44880.6070214185,45990.8489542906,46823.1175587611,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Europe & Central Asia,ECS,26120.5510598436,26588.4900689433,27138.3813200067,28168.9883887897,28983.9713650081,30148.4407366196,31217.6937049501,31433.5655259515,29898.5288856438,30640.2449722387,31418.5150096706,31479.9729547308,31657.5644882578,32042.9677788795,32440.1630505434,32915.6203967138,33823.0637729443,34484.7212463043,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Europe & Central Asia (excluding high income),ECA,11482.7254192497,12101.0099916956,12867.0156962068,14004.5376810863,14891.2050317857,15947.2320990831,17152.6720884524,17671.7512001345,16378.9177140718,17137.6827171664,18005.0425630693,18577.4796915602,19090.982851828,19305.5225833834,19313.3761398022,19416.0577386018,20004.7853689297,20450.1887008301,20611.0455039674,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,12053.4541991442,12659.7057324338,13370.2219193038,14452.8284075822,15341.7946718345,16409.0241760133,17624.0294906594,18282.1753047577,17157.4432188182,17829.0967034173,18688.2089884628,19222.9707673733,19732.2689874752,20025.092908227,20160.6301511674,20352.6041990798,21066.9468019838,21634.1163086704,21938.5983671369,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,European Union,EUU,35325.1625128792,35574.1391273592,35821.3767814544,36755.0799404267,37420.6324147748,38754.5138699285,39761.6810557532,39887.5645512858,38296.3718740882,39048.1951788,39868.7953235684,39600.385697597,39537.6379650823,40032.9249383927,40765.9636523011,41608.3020574384,42797.1599105523,43755.0066419393,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Heavily indebted poor countries (HIPC),HPC,1614.88646305029,1635.2271783955,1673.94934160521,1704.7224208239,1741.86878893101,1786.92272498822,1862.53829847503,1914.10566880997,1935.35445528392,1956.37202522185,2041.54074256105,2091.68560730186,2151.71119797865,2228.39612693516,2298.59125998048,2350.87728954649,2403.83292546059,2423.93575644923,2469.25664154595,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,High income,HIC,39551.2994854015,39894.1702518339,40602.9348311961,41819.9304515426,42795.5973233363,43903.4818012399,44888.9305483375,44787.5992567375,43100.5699161302,44202.4816033971,44991.5731808567,45350.9563543126,45789.7035636208,46508.6276601283,47321.6751958446,47903.8105880999,48878.8582714835,49775.6776896966,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,IBRD only,IBD,6016.71481097916,6225.34413600363,6537.40160259173,6944.01173621467,7329.58074634298,7860.30303219299,8475.62306533308,8847.4320839416,8926.60195096946,9480.27776597954,9957.77228123617,10356.8583547413,10760.9838022055,11201.3801002769,11572.4276156204,11982.8036416115,12508.9751370868,12976.4099795634,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,IDA & IBRD total,IBT,5179.80535617771,5350.19654913381,5602.45739893533,5930.71565858758,6238.69453180426,6667.4160648474,7152.47606974241,7441.60809503404,7500.39177333746,7928.10525885839,8303.30185699749,8610.62569320449,8925.46576957006,9269.70840606327,9553.84185764144,9856.79641252956,10247.0068229737,10591.4381280909,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,IDA blend,IDB,2980.40884760058,3137.44810608192,3273.40362549096,3444.15769042996,3562.53079055718,3775.15484599553,3855.09217785271,3926.34573030006,4024.8974264871,4142.7323871649,4237.21963193828,4326.63919383484,4460.1078275223,4637.62611780668,4735.2542780329,4737.29296850409,4753.3753065588,4811.02808899915,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,IDA only,IDX,1878.84941778892,1909.28538488893,1963.5009217199,2016.23715855052,2088.49903479757,2173.33731044666,2284.58674190781,2367.83188400767,2411.90344075454,2465.94145532887,2559.29662912508,2644.84237632271,2743.66723315335,2843.10884226387,2949.64799299802,3044.95857447839,3148.72210990647,3245.32718964994,3376.33190801833,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,IDA total,IDA,2239.90839845909,2321.57083934396,2406.48799119779,2505.43937748715,2592.74074723544,2726.57895367396,2820.6514837713,2896.18615534049,2960.76386902291,3039.28658183256,3128.83339756245,3215.20533372613,3325.89431340358,3453.0165577954,3555.29349009187,3615.91781657726,3686.69190129317,3765.94572726976,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Late-demographic dividend,LTE,6613.25431282179,6940.97530438006,7340.92709785522,7893.43159237445,8403.35378323532,9114.25218741281,9992.21388462964,10601.7332660778,10786.2646996694,11524.3315973773,12220.6893822559,12886.5084003422,13474.7759921644,14114.7244960491,14598.9929188737,15116.2954933174,15800.2026444837,16471.5924988675,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Latin America & Caribbean,LCN,12131.558839172,11990.0663747673,12104.7347222727,12508.5552317065,12821.2148833346,13444.0859149215,14024.0630673257,14404.3619085313,13929.312093286,14616.3784507831,15141.6397858269,15395.8559932136,15721.3385880456,15812.7464693028,15804.0751562034,15644.42289518,15787.9837597093,15797.3169167324,15753.6660076794,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Latin America & Caribbean (excluding high income),LAC,11864.9128110964,11716.9819801933,11842.4131973217,12218.6798297873,12521.5877246638,13165.917693038,13727.1178047859,14079.5175765667,13599.7519069029,14296.102647457,14787.7724554575,14995.8377256113,15301.597149035,15381.8896776179,15344.2381567587,15170.7312258609,15321.9647262318,15317.8406013355,15270.3076787421,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,12096.9492816333,11956.2339515879,12074.4499757994,12459.2015707707,12778.2332169281,13406.8009907047,13988.2848205853,14379.820180419,13908.2681551205,14607.0907407842,15137.585594343,15382.2687513231,15708.7432697723,15801.1498742274,15791.7580967951,15630.8138175332,15776.547758299,15788.1409351609,15740.8409121084,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Least developed countries: UN classification,LDC,1655.9256326717,1711.4714717832,1756.200256363,1808.30241499238,1887.71557508735,1973.48217590248,2099.49178795929,2179.70092073793,2242.86370465912,2293.54287801866,2386.19861644192,2461.48809473923,2541.25034324112,2632.21404277741,2717.11266925734,2783.02958952069,2854.85869566526,2920.38109121014,3042.48527734802,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Low & middle income,LMY,4985.27573877337,5153.23703779913,5407.10722555623,5730.4158047518,6031.46964024653,6453.92703016101,6929.31280529214,7202.72059870667,7268.77292823414,7701.11257287621,8068.96872436461,8374.81895027328,8687.52927964541,9028.92197158659,9307.02598313802,9608.1524901711,9990.23002790536,10325.7983422588,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Lower middle income,LMC,3210.0743600815,3304.5718421555,3467.15503237964,3657.59846374992,3815.94143082574,4031.66876758214,4250.07136918998,4350.38423574952,4462.26156604104,4685.27683828655,4837.07062676924,4988.67085514147,5183.18913557447,5400.75420070327,5637.82271553056,5870.66572327842,6123.69869980805,6363.54817689769,6582.2306859869,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Middle East & North Africa,MEA,12311.8456335384,12267.5930373485,12864.9511914342,13419.0424174481,13757.4464439378,14269.6301443885,14839.6524322918,15160.534699405,14903.2660948218,15270.546670516,15769.7918985559,15756.1385471007,15881.8755379424,16143.2557030619,16365.7546990152,16847.9363546242,16814.8360620784,16942.3228388655,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Middle East & North Africa (excluding high income),MNA,8293.2815822062,8525.63339167004,8866.40182951739,9130.98701224075,9308.51692607241,9672.75093142223,10241.5738785378,10438.7621151123,10501.1303325107,10775.0726653191,10859.5072051616,10498.2712458172,10489.1637810386,10644.8532022382,10693.0796181971,11288.618308663,11444.3569062099,..,..,..
